Species	Li32124_S1d_metagenome	Li32125_S2d_metagenome	Li32126_S3d_metagenome	Li32127_S4d_metagenome	Li32128_S5d_metagenome	Li32129_S6d_metagenome	Li32130_S7d_metagenome	Li32131_S8d_metagenome	Li32132_S9d_metagenome	Li32133_S10d_metagenome	Li32134_S11d_metagenome	Li32135_S12d_metagenome	Li32136_S13d_metagenome	Li32137_S14d_metagenome	Li32138_S15d_metagenome	Li32139_S16d_metagenome	Li32140_S17d_metagenome	Li32141_S18d_metagenome	Li32142_S19d_metagenome	Li32143_S20d_metagenome	Li32144_S21d_metagenome	Li32145_S22d_metagenome	Li32146_S23d_metagenome	Li32147_S24d_metagenome	Li32148_S25d_metagenome	Li32149_S26d_metagenome	Li32150_S27d_metagenome	Li32151_S28d_metagenome	Li32152_S29d_metagenome	Li32153_S30d_metagenome	Li32154_S31d_metagenome	Li32155_S32d_metagenome	Li32156_S33d_metagenome	Li32157_S34d_metagenome	Li32158_S35d_metagenome	Li32159_S36d_metagenome	Li32160_S37d_metagenome	Li32161_S38d_metagenome	Li32162_S39d_metagenome	Li32163_S40d_metagenome	Li32164_S41d_metagenome	Li32165_S42d_metagenome	Li32166_S43d_metagenome	Li32167_S44d_metagenome	Li32168_S45d_metagenome	Li32169_S46d_metagenome	Li32170_S47d_metagenome	Li32171_S48d_metagenome	Li32172_S49d_metagenome	Li32173_S50d_metagenome	Li32174_S51d_metagenome	Li32175_S52d_metagenome	Li32176_S53d_metagenome	Li32177_S54d_metagenome	Li32178_S55d_metagenome	Li32179_S56d_metagenome	Li32180_S57d_metagenome	Li32181_S58d_metagenome	Li32182_S59d_metagenome	Li32183_S60d_metagenome	Li32184_S61d_metagenome	Li32185_S62d_metagenome	Li32186_S63d_metagenome	Li32187_S64d_metagenome	Li32188_S65d_metagenome	Li32189_S66d_metagenome	Li32190_S67d_metagenome	Li32191_S68d_metagenome	Li32192_S69d_metagenome	Li32193_S70d_metagenome	Li32194_S71d_metagenome	Li32195_S72d_metagenome	Li32196_S73d_metagenome	Li32197_S74d_metagenome	Li32198_S75d_metagenome	Li32199_S76d_metagenome	Li32200_S77d_metagenome	Li32201_S78d_metagenome	Li32202_S79d_metagenome	Li32203_S80d_metagenome	Li32204_S81d_metagenome	Li32205_S82d_metagenome	Li32206_S83d_metagenome	Li32207_S84d_metagenome
s__Bacteroides_thetaiotaomicron	0.60107	0.57914	0.21809	0.15547	0.40576	0.04117	0.0226	0.03226	0.03525	0	0	0	0	0	0	0.18516	1.07664	1.02065	0.03574	0.37373	0.47949	0	0	0	0.08318	0.03671	0.04155	0.0443	0.0848	0.76076	0	0	0	0.00155	0.12513	0	0	0.42481	0.06429	0.20904	0.21669	0.76545	0.19602	0.53592	0.28787	0.4618	0.23159	0.07025	0.23737	0.24056	0.03016	0.09882	0.09294	0.00477	0.02702	0.00369	0	0	0	0	0	0	0	0.12559	0.07143	0.74322	3.29345	0.00188	0	0	0	0.30677	0.08819	0.49155	0.01351	0.02411	0.69823	0.2985	0.11422	0.16705	0.06001	0.02226	0	0
s__Clostridium_fessum	0.58444	0.72725	0.37436	0.00619	0.00626	0.85377	0.00758	0.2951	0.11612	0	0	0	0.22247	0.27484	0.32562	0	0	0	0.00608	0	0	0.11066	0.05279	0.07843	0.05038	0.15968	0.21849	0.01223	0.09339	0	0.86534	1.44428	0.07121	0.83046	0.76111	0.45887	0.43049	0.14012	0.08515	0.21373	0.09091	0.28077	0.18347	0.37572	0.29953	0.61737	0.3045	0.05169	0.1167	0.03545	0.01002	0.40378	0.00492	0.78024	0.36974	0.57238	0.79316	0.7431	0.1122	0.25393	0.25043	0.12343	0.12817	0.21348	0.42303	1.61764	0.57714	0.12879	0.31287	0.19871	0.12739	0.11814	0.984	0.25493	0.42766	0.76364	0.32857	0.42871	0.36428	0	0.23213	0.00953	0	0
s__Roseburia_sp_AM59_24XD	0.53266	0	0.01041	0	0	0	0.00584	0.04271	0.01813	0	0	0	0	0	0.00294	0	0	0	0.00761	0	0	0.00739	0.03648	0.08767	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47173	0.27512	0.21711	0	0.76695	0.33228	0.18978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13987	0.45404	0.25827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Adlercreutzia_equolifaciens	0.52303	0.20422	0.2364	0.47375	0.33304	0.04374	0.05713	0.09109	0.11591	0.01037	0.01089	0.03724	0.27733	0.12784	0.03181	0.01887	0.02381	0.01733	0.03903	0.06762	0.31067	0.42578	0.09993	0.13281	1.35883	0.61197	0.48361	0.29755	0.07611	0.50458	0.15554	0.13463	0.52165	0.06673	0.01556	0	0	0.03942	0.24615	0.09666	0.05783	0.16604	0.3706	0.23644	0	0.0138	0.01733	0.26507	0.08999	0.20408	0.04465	0	0	0.24713	0.0493	0.27448	0	0	0	0	0	0.02276	0.0356	0.086	0.09753	0.08055	0.06804	0.12651	0.37764	0.3258	0.2781	0.03216	0.38031	0.26386	0.2392	0.02991	0	0	0.11156	0	0.56246	0.59706	1.26568	0.45315
s__Roseburia_sp_BX1005	0.51158	0.17019	0.19824	0	0	0	0	0	0.00219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27781	0.11012	0.85047	0.04049	0.01714	0.01797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01726	0.0157	0.00632	0	0	0	0.02666	0.15997	0	0	0	0	0.22473	0.06354	0.00077	0	0	0	0	0	0	0	0	0.22076	0	0	0	0	0	0	0
s__Evtepia_gabavorous	0.50918	0.20857	0.46907	0.57895	0.23486	0.41056	0	0	0	0	0	0	0.25457	0.22629	0.18045	0.2497	0.47664	0.26612	0.00369	0	0	0	0	0	0	0	0	0.2522	0.12939	0.30857	0.33929	0.33536	0.55443	0.3938	0.29874	0.34311	0.11556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29907	0.67566	0.17049	0	0	0	0.23938	0.29177	0.99588	0	0	0	0.15848	0.29109	0.57124	0.39381	0.29243	0	0	0.35868	0	0.81146	0.98921	0.54492	0.19578
s__Alistipes_finegoldii	0.5046	0.38968	0.14819	0.385	0.05543	0	0.00983	0.13782	0.01736	6.72325	0.74851	3.15451	5.03447	3.78746	2.76811	0.66701	3.01959	3.95329	0.00369	0	0	0.64252	1.02581	0.24382	0.93887	1.26529	0.88831	0.22886	0.49821	0.11064	0	0	0	0.04226	0.09972	2.98972	8.2524	0.13213	0.02941	0.01614	0.19097	0	0	0	0	0	0	0.07136	0.25254	0.1959	0.3451	0.70742	0.64062	0.55369	0.01448	0.54641	0.73771	0.17804	0.46842	0.16773	0.25677	0.27407	0.00184	0.5132	0.25865	0.55837	1.57659	0.00554	0.58079	1.04834	0.77745	0.19985	0.04585	0.49211	0.05137	0	0	0	0.04343	9.00E-05	0.67668	0.19483	0.06472	1.68129
s__Faecalibacterium_SGB15346	0.47348	3.1038	0.17702	0.01926	0.26929	0	0.00278	0.11161	0.067	0	0	0	0	0	0	0	0	0	0.00338	0	0	0.03483	0.06694	0.08949	0	0	0	1.09391	1.03075	1.84716	0	0	0	0	0	0	0	0.13325	0.07931	0.28512	0.49045	0.93358	0.22264	0.51557	1.85527	1.04802	1.04893	0.7791	1.09707	2.47688	0.15779	0.49205	0.00414	0.30975	1.11378	0.37589	0.6714	0.42283	0.55853	3.11457	1.53887	2.26257	2.49123	1.77109	1.47724	1.25315	0.26948	0.01822	0	0	0	0.09798	0.4544	0.15681	0.7864	1.33167	0.54464	0.28358	0.235	0.0116	0.55563	0.07268	0	0
s__Dorea_formicigenerans	0.4564	0.35287	0.56133	0.25558	0.25408	0.76159	0	0.0344	0.11269	0	0	0	0.15643	0.11589	0.14739	0.90298	0.5992	0.71889	0.00693	0	0	0.17892	0.12395	0.31336	1.28337	0.70529	0.7697	0.60886	0.1655	0.04558	0	0	0	1.1074	0.44704	0	0	0.49426	0.62945	0.50353	0.50125	0	0.0282	0.12846	0.46864	0.53061	0.85687	0.29991	0.19189	0.17788	0.21332	0.16456	0.15277	0.45708	0.18768	0.40059	0.17991	0.26062	0.59397	0	0	0	0.18092	0.24041	0.24186	2.07866	0.60596	1.58645	0.41103	0.43293	0.41794	0.34293	0.27117	0.4731	0.92217	0.57715	0.14651	0.17548	0.48959	0	0.20985	0.27286	0	0
s__Bilophila_wadsworthia	0.45514	0.31114	0.15981	0.12758	0.19399	0	0.12743	0.11058	0.39791	0.39896	0.31921	0.47738	0.57085	0.45756	0.73935	0.47891	1.00962	0.53634	0.03513	0.18645	0.04437	0.3711	0.27235	0.2452	0	0	0	0.03065	0.14682	0.10494	0.08689	0.43815	0.00205	0.05749	0.24582	1.06689	0.39213	0.09591	0.05805	0.03718	0.03392	0	0	0	0	0	0	0	0	0	0.0438	0.16474	0.06075	0.2277	0.16862	0.1714	0	0	0	0.2259	0.3498	0.17438	0.00802	0.12148	0.20683	0.1054	0.29755	0.01748	0.45493	0.30821	0.27934	0.06449	0.25452	0.21657	0.00941	0	0.26801	0.27026	0.23668	0	0.1328	0.04768	0.00755	0.06362
s__Agathobaculum_butyriciproducens	0.42538	0.47683	0.2858	0.05696	0.68323	0.60949	0.0062	0.07513	0.01647	0.32737	0.28808	0.43154	0.84043	0.36633	0.49644	0	0	0	0.02943	0.00632	0.00173	0.2617	0.1741	0.18804	0.35458	0.51247	0.59822	1.47807	0.16267	0.01204	0.60309	0.93483	0.33924	0.77352	0.63139	0	0	0.12683	0.39939	0.22845	0.32038	0.22909	0.11108	0.07663	0.57094	0.29082	0.28773	0.16203	0.14566	0.06679	0.02047	0.66627	0.00137	0.55933	0.14534	0.47887	0.3323	0.37566	0.30494	0.49695	0.35359	0.1105	0.34773	0.51936	0.43128	1.58154	0.38938	0.27167	1.53284	0.71157	0.38572	0.51203	0.90496	0.86253	0.72173	0.42688	0.23294	0.12113	0.23808	0.1397	1.22967	0.38025	1.11681	0.45241
s__Oscillibacter_valericigenes	0.41746	0.21649	0.00994	0.045	0.04212	0.01556	0.15133	0.77676	0.75911	0.67643	1.09942	0.78571	0.10781	0.04103	0.06954	0.05127	0.2212	0.13797	0.12003	0.12633	0.25081	0.14412	0.01863	0.01069	0.02692	0.14617	0.04628	0.32583	0.45262	0.25955	0.02224	0.03073	0.00589	0.07077	0.07714	0.2003	0.08155	0.25157	0.07998	0.15698	0.19152	0.55394	0.65863	0.50341	0.01916	0.09369	0.09531	0.22507	0.66486	0.28856	0.75482	0.82386	0.05663	0.68832	0.32007	0.37986	0.25996	0.23032	0.06336	0.6961	0.61959	0.30432	0.00168	1.06928	0.06516	0.05823	0.46711	0.00029	1.56795	0.39066	0.44644	0.02334	0.00593	0.07347	0.00544	0.03953	0.14239	0.36958	0.18361	0.00295	0.17539	0	0.07498	0.27474
s__GGB3550_SGB4746	0.41655	0	0.26612	0	0	0	0	0.04821	0.01158	0	0	0	0.06493	0.02953	0.0478	0	0	0	0.08073	0.13212	0.02678	0	0	0	0.19398	0.09507	0.20403	0	0	0	0	0	0	0.09494	0.30244	0.38349	0.26831	0	0	0	0	0	0	0	0.24072	0.27373	0.9359	0	0	0	0	0	0	0.01639	0	0.02485	0	0	0	0.01381	0.16007	0.02069	0	0	0	0.01051	1.41443	1.96562	0.20325	0.15967	0.1201	0.14394	0.01891	0.01527	0	0	0	0	0	0	0.26845	0.05375	0	0
s__Eggerthella_lenta	0.41632	0.10844	0.22942	0.05345	0.0313	0.27534	0.31368	0.02108	0.04091	0.18377	0.1282	0.21297	0.06108	0.04706	0.05955	0.05184	0.13353	0.04757	0.78901	0.50403	1.67632	0.07301	0.01262	0.10481	0.33898	0.21557	0.13587	0	0.00127	0.00415	0.16776	0.19525	0.19351	0.09072	0.02995	0.46232	0.12893	0	0	0	0.00112	0.06121	0.17063	0.08526	0.11466	0.02618	0.03002	0.04348	0.01645	0.03104	0.10747	0.10694	0.08133	0.05525	0.04107	0.01744	0.15745	0.17991	0.6802	0.15146	0.68074	0.02651	0.0051	0.00564	0	0.09922	0.14248	0.5926	0.31088	0.21449	0.1883	0.22454	0.48927	0.35687	0.01029	0.0388	0.20181	0.25462	0.0064	0.95385	0.10115	0.23962	0.18338	0.15709
s__GGB6016_SGB8648	0.35974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188	0.01064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02291	0.05909	2.05662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Faecalibacillus_SGB6753	0.3571	0.29953	0.37509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Enterocloster_hominis	0.31657	0.03315	0.21818	0.01894	0.08617	0.2286	0.00248	0.08618	0.04905	0.56587	0.71692	1.026	0.19185	0.13995	0.1985	0.20574	0.52323	0.21525	0.10625	0.05004	0.03834	0.05409	0	0.03612	0.10944	0.22431	0.2657	0	0	0	0.65793	0.5517	0.03645	0.10106	0.14703	0.16284	0.20215	0	0	0	0	0.34897	0.13309	0.12197	0.19229	0.06705	0.37531	0.01592	0.0168	0.0007	0.33335	0.34956	0.10185	0.11571	0.00113	0.1707	0.08241	0.08857	0.11578	0.05864	0.18429	0.03577	0	0	0	0.19943	0.17981	0.12857	0.29888	0.12667	0.09756	0.35808	0.18184	0.43586	0.09634	0.12331	0.16221	0.23273	0	0	0.69107	0.63517	0.13915	0.04262
s__GGB9699_SGB15216	0.29569	0.02007	0.01557	0.56571	0.19883	0.13071	0.46804	0.02371	0.09406	0	0	0	0.13161	0.27507	0.44081	0	0	0	0	0	0	0.03821	0.0214	0.05582	0.25222	1.35898	0.24603	0.36283	0.36719	0.00694	0.01735	0.22653	0.28277	0	0	0	0	0.08332	0.06221	0.04882	1.17548	0.7458	1.3405	1.6714	0	0	0	0.04761	0.45801	0.88506	0	0	0	0.00527	0.03491	0.03684	0.04027	0.12718	0.06879	0	0	0.42496	0.00462	0.39024	0.14073	0.0007	0.12398	0.00266	0	0	0	0	0	0	0.01334	0.10861	0.14336	0.04247	0.82228	0	0.46657	1.29566	0.12846	0.1919
s__Clostridiaceae_bacterium_AF18_31LB	0.28656	0.20554	0.50026	0.01888	0.05315	0.43166	0	0.01995	0.05673	0	0	0	0	0	0	0	0	0	0.00543	0	0	0.00299	0.00405	0.05546	0.00703	0.01768	0.10903	0.01269	0.0855	0.02671	0.00201	0.00551	0.00098	0.1198	0.12901	0.06581	0.02694	0.06431	0.06231	0.09506	0.08064	0.0902	0.01946	0.06192	0	0	0	0.042	0.05869	0.04466	0.00346	0.03918	0.00175	0.04955	0.14253	0.04523	0.07989	0.06168	0.01508	0.07769	0.13527	0.06646	0.01059	0.09752	0.14196	0.16897	0.15366	0.00724	0.3302	0.24654	0.20217	0.14776	0.175	0.15038	0.04294	0.321	0.25622	0.19502	0.05122	0	0.03206	0.00275	0	0
s__Dorea_sp_AF36_15AT	0.2694	0.12183	0.26687	0.14941	0.06095	0.11203	0.03233	0.02431	0.09666	0	0	0	0	0	0	0.23233	0.18654	0.21083	0	0	0	0.1907	0.04958	0.21302	0.59249	0.19807	0.2688	0.24487	0.05812	0.18644	0.22311	0.21984	0.17088	0.58849	0.22503	0	0	0.03271	0.0354	0.03166	0.02643	0	0	0	0	0	0	0.02639	0.01416	0.1008	0	0	0	0.19546	0.06089	0.21098	0.05795	0.0402	0.13576	0	0	0	0.08244	0.0589	0.14314	0.24903	0.19162	0.24343	0.22332	0.17632	0.18519	0.15336	0.3664	0.3233	0.15042	0.08155	0.06886	0.09629	0.23459	0	0.15398	0.16066	0.29014	0.13392
s__GGB9739_SGB15313	0.25874	0	0.36501	0	0	0	0	0	0	0	0	0	0	0	0	0.85565	0.47564	1.02938	0	0	0	0	0	0	0.27096	0.00606	0.53954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113	0	0
s__Brotolimicola_acetigignens	0.25778	0.00313	0.00299	0	0.01126	0.01221	0.02514	0.23758	0.10238	0.12942	0.31833	0.15588	0	0.03678	0.08804	0.3277	0.29201	0.06115	0	0	0	0.74142	0.68436	0.47828	0.10007	0.53631	0.00734	0.21659	0.6266	1.16713	0.05629	0.13817	0.00093	0.00585	0.02176	0.7154	0.18457	0.03365	0.00541	0.01175	0	0.13564	0.01114	0.043	0.01284	0.0173	0.40271	0.02973	0.03411	0.2373	0.13345	0.03635	0.07873	1.32981	0.58429	0.99397	0.02011	0.02664	0.00928	0.36896	0.68985	0.48659	0.01388	0.09603	0.19566	1.26046	3.87085	0.09571	0	0	0	1.34642	0.0138	0.10827	0.76465	1.08532	3.617	0.73867	0	0	0.42029	0.0777	1.59974	1.54076
s__Lachnospiraceae_bacterium	0.25006	0.21236	0.41469	0.17872	0.11311	0.2062	0.10758	0.04881	0.08811	0	0	0	0	0	0.06702	0.03064	0.00587	0.00097	0.00152	0	0	0.31494	0.63109	0.35403	0.65254	0.44577	0.28476	1.94236	0.6672	0.2387	0.03698	0.01586	0.23207	0.15075	0.12181	0.09019	0.04208	0.36689	0.52991	0.32637	0.29309	0.16149	0.24129	0.05817	0.20364	0.13753	0.20234	0.18217	0.12938	0.1138	0	0	0	0.52591	0.16563	0.22766	0.10519	0.19823	0.21793	0.06698	0.14694	0.03788	0.08227	0.11792	0.09979	0.42848	0.56546	0.83453	0.24352	0.12689	0.26897	0.03881	0.04981	0.09022	0.1127	0.11488	0	0	0.27805	0	0.43249	0.17219	0.31798	0.2566
s__Oliverpabstia_intestinalis	0.24934	0.4488	1.04336	0.51053	0.35166	1.5199	0.00315	0.16538	0.40062	0	0	0	0	0	0	0	0	0	0.35837	0.16949	0.58136	0	0	0	1.7222	1.32603	0.58211	0.52828	0.20851	0.04332	0	0.02997	1.31769	3.08172	2.37861	0	0	0.67563	0.85377	0.54745	0.4656	0.6128	0.79261	0.38854	0	0	0	0.07853	0.12717	0.15127	0.30995	0.31854	0.03742	1.44246	0.55025	2.71916	1.06802	0.47835	0.58762	0	0	0	0.65311	0.54713	0.61939	1.71094	0.62789	2.43263	0.50782	1.42264	1.78558	0.398	1.55107	1.10454	1.0846	0.30728	0.27797	0.46897	0.17792	0	0.27499	0.22561	0	0
s__Coprococcus_catus	0.24811	0.22929	0.2845	0.55999	0.65643	0.19685	0.16321	0.13474	0.14602	0	0	0	0	0	0	0	0	0	0.00285	0	0	0.02407	0.11362	0.15313	0	0	0	0.31097	0.16764	0	0.41608	0.20205	0.48863	0.47515	0.33988	0	0	0.22148	0.26554	0.1583	0.32878	0.201	0.50339	0.1571	0	0	0	0.56508	0.3765	0.46725	0.49151	0.23253	0.29313	0.21266	0.22048	0.12676	0.16007	0.20795	0.36342	0.17469	0.35677	0.13483	0.22179	0.32045	0.31844	0.2316	0.27581	0.42376	0.54237	0.29818	0.51227	0.11092	0.73207	0.64129	0.22868	0.24548	0.08814	0.11737	0	0	0	0	0	0
s__GGB9559_SGB14969	0.2433	0.11694	0.25788	0.15958	0.01484	0	0.0122	0.01151	0	0.05042	0.06273	0.0941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06134	0.04392	0	0	0.05419	0.14114	0.03027	0.05118	0.07549	0.03258	0.01171	0	0	0	0	0	0	0	0	0	0.14804	0.02685	0.08584	0.02464	0.01005	0.02003	0	0	0	0.00837	0.02166	0.01032	0.02362	0.11401	0.01769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Eubacterium_sp_AF16_48	0.24086	0.22822	0.05223	0	0	0	0.00249	0.00651	0.01064	0	0	0	0.27718	0.15624	0.27837	0	0	0	0	0	0	0.21905	0.01297	0.15921	0	0	0	0.0025	0.01589	0.03262	0.28009	0.19653	0.42734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0271	0.1123	0.07149	0	0	0	0.01175	0.02356	0.02067	0.20396	0.12826	0.03245	0	0	0	0	0	0	0	0	0.00319	0	0	0	0	0.20562	0.11456	0	0	0	0	0	0	0.01214	0.10272	0.10713	0.07249
s__Dysosmobacter_welbionis	0.20873	0.01977	0.01064	0.37916	0.34128	0.1007	0.12949	0.1632	0.39372	0.62398	0.37763	0.45461	0.70763	0.2506	0.65407	0.39961	0.57216	0.48835	0.39628	0.51478	0.14519	0.03972	0.04746	0.0027	0.0257	0.31929	0.06234	0.02666	0.0123	0.03953	0.26987	0.56528	0.01031	0.04697	0.17909	1.90548	2.17253	0.22054	0.11693	0.10534	0	0.03013	0.3998	0.35698	0.1062	0.8562	0.53251	0.20999	0.42745	0.19974	0.48227	0.25408	0.43847	0.15796	0.12568	0.2943	0.14011	0.12304	0.02028	0.32028	0.38374	0.3063	0	0.03116	0.03514	0.00189	0.02675	0.00309	0.211	0.1413	0.23721	0.7578	0.26108	0.3834	0.00916	0.02691	0.30409	0.20811	0.56966	0.06774	0.08575	0.04259	0.10985	0.12512
s__Lachnospiraceae_bacterium_CLA_AA_H244	0.19762	0.07127	0.40043	0	0.02141	0.52329	0	0.00647	0.08613	0.12488	2.07842	0.33018	0	0	0	0.24023	0.22316	0.06695	0.02247	0.02818	0.00329	0.05874	0.0236	0.0478	0.1239	0.33626	0.2895	0.12063	0.01417	0	0.01664	0.02618	0.05108	0.05636	0.01635	0	0	0.04022	0.08462	0.05955	0.0338	0.39254	0.61109	0.3912	0.20474	0.01207	0.03354	0.15033	0.13707	0.01252	0.05404	0.23148	0.00176	0.10713	0.90804	0.07555	0.70356	0.07735	0.04	0.18199	0.0267	0.12349	0.10157	0.2174	0.08771	0.35637	0.21298	1.10954	0.15193	0.54388	0.06273	0.04599	0.01162	0.28467	0.10482	0.2254	0.24313	0.1609	0.28268	0	0.11708	0.03496	0	0
s__Simiaoa_sunii	0.19126	0.00748	0.03129	0	0.00171	0	0.00063	0.03105	0.00375	0	0	0	2.74974	6.86838	7.54654	0	0	0	0.02048	0	0	0	0	0.19168	0.01806	0.01315	1.47474	0.41838	1.63381	0.06347	0.02081	0.01145	0	0.01183	0.41474	0	0	0.07174	0.02858	0.0276	0	0.03877	0	0.00474	0.00243	0	0.00752	0	0	0	0	0	0	0.01101	0.06258	0.00544	0.00693	0.00466	0.01445	0	0	0	0.0027	0.02948	0.09889	0.03778	0.00475	0	0	0	0	0.01509	0.00018	0.02115	0	0	0	0	0	0	0	0	0	0
s__Blautia_obeum	0.18394	0.60244	0.31956	0.96666	0.14871	4.06675	1.12722	0.3908	1.61768	0.67569	1.18085	0.96241	0.02803	0.04586	0.03757	1.63233	0.84651	1.07807	0.00559	0	0	0.02559	0.01905	0.04096	1.51237	2.47569	0.47508	2.46104	0.26335	0.02433	0.29454	0.20038	1.37974	0.33566	0.42114	0.11152	0.04123	0.50513	0.77956	0.7008	0.50386	0.18961	0.47088	0.10376	0.00131	0	0	0.42651	0.37807	0.35393	0.25587	0.30106	0.33736	0.09736	0.06639	0.09786	1.4486	1.32361	1.46044	0.95593	1.22117	0.51538	0.80618	0.61561	0.64662	3.13033	1.59501	8.27922	1.0325	1.10792	2.11883	0.02332	0.5052	0.38853	2.49788	2.09053	0.99511	1.52096	0	0	2.98237	1.47136	0.04641	0.13632
s__GGB3109_SGB4121	0.18038	0.05049	0.10202	0.24217	0.1996	0	0	0	0	0	0.00283	0	0	0	0	0.00207	0.00294	0.00336	0.16728	0.21698	0.20211	0.2208	0.05052	0.08488	0	0	0	0	0	0	0.00081	0.00183	0.00125	0.00071	0	0.07032	0.0944	0	0	0	0	0	0	0	0.00068	0	0.00351	0	0	0	0	0	0	0.09462	0.06964	0.09887	0.04338	0.05453	0.09262	0.03316	0.09439	0.10193	0	0	0	0	0	0	0.11426	0.04704	0.06441	0	0	0.01309	0	0	0.03933	0.05429	0	0	0.00741	0.00529	0.06688	0.02004
s__Candidatus_Cibionibacter_quicibialis	0.16854	0.42169	0.36427	0.31961	0.98216	1.99354	0.10154	0.36287	0.09863	0.31073	0.49274	0.45274	1.01537	0.77952	0.75867	0	0	0.00116	0	0	0	0.1164	0.79743	0.65579	0.81028	1.62667	1.13354	0.97972	0.51661	0.17348	0.75926	1.70024	4.76573	0.67826	0.25876	0.40498	0.11288	2.3039	3.41439	1.9555	2.37262	1.14669	2.83399	3.39875	0	0	0	0.41181	0.84025	1.32373	0.23995	0	0	0.51011	0.4733	0.26733	2.01602	2.98117	1.33175	1.24569	1.10754	1.24466	2.67875	1.82476	2.94835	0.12179	0.0057	0.62189	0.90928	1.39356	0.71327	0.03225	0.56271	0.55515	0.7734	1.78644	0.68138	1.62129	4.13559	7.45113	0.84157	1.61373	0	0
s__Eubacterium_rectale	0.16486	8.84618	1.30827	7.9168	2.42467	19.20524	0.12949	3.65911	2.89163	0	0.02468	0	0	0	4.57792	0	0	0	0.0693	0	0	3.03369	6.10913	5.91445	3.10029	1.74184	4.52021	11.14171	12.42014	0	13.21195	3.30457	12.3314	14.15757	13.22201	0.54319	1.4531	2.25692	4.01204	2.97051	5.4976	1.03104	0.01507	0.29853	10.54384	5.48376	3.68061	4.93385	6.44169	4.5097	0.44235	2.36999	0.77519	0.80158	13.72256	1.51252	10.34268	13.26412	5.10505	5.29423	0.71576	6.82687	2.79121	2.69031	5.62349	3.24572	2.42831	1.25494	0.34486	2.03498	4.74036	0.04751	4.96808	6.35542	4.50749	7.20894	0.83937	5.09717	3.19351	0	4.87627	1.37177	5.01577	2.17924
s__Fusicatenibacter_sp_CLA_AA_H277	0.16321	0.16417	0.13415	0.17148	0.09892	0.57277	0	0.00566	0	0	0.08472	0.06075	0	0	0	0	0	0	0	0	0	0.03979	0.03252	0.10985	0.10895	0.11648	0.20702	0.44176	0.19836	0.07267	0	0	0	0.06284	0.02853	0.0397	0.00603	0.16231	0.23062	0.19098	0.16317	0.07571	0.06827	0.0595	0	0.01315	0.02235	0.17046	0.15049	0.03404	0.08217	0.07774	0.12106	0.01851	0.01774	0.00266	0.09541	0.1044	0.15569	0	0	0	0.08642	0.10423	0.12691	0.39747	0.05353	0.16281	0.42254	0.434	0.3783	0.02155	0.04834	0.06423	0.37137	0.14029	0.01669	0.01151	0	0	0.05914	0.04483	0	0
s__Bacteroides_xylanisolvens	0.14565	0.03606	0.15011	0	0	0.85957	0	0	0	4.20134	3.62246	2.81457	1.09742	1.01191	0.56546	0.00399	0.06663	0.11807	0.03252	0.11924	0.01431	0.1598	0.28841	0.16663	0.18022	0.1423	0.22284	0.04464	0.13869	0.0318	4.11769	3.2292	0.04871	0.00883	0.11374	0	0	0.02657	0.02135	0.02046	0.21795	0.01274	0.01772	0.06284	0	0	0	0.00538	0.00589	5.80252	0.22414	0.46868	0.44673	0.25226	0.24074	0.11664	2.82006	1.23678	0.35899	0.9918	0.0761	0.64439	0	0.01177	0.06162	0	0	0	0	0	0	0	0	0	0.60423	0.3857	0.85334	0.86896	0.00042	0.11265	0	0	0	0
